Date,Open,High,Low,Close,per_change,Qty,Turnover,EPS,PE,EMA5,EMA50,EMA200,RSI9,RSI14,RSI25,MACD,MACDSignal,MACDHist,BollingerUpper,BollingerMiddle,BollingerLower,ATR,UpperBand,LowerBand,Supertrend
2016-11-03,610.0,620.0,608.0,614.0,0.0,2568,1567482.0,17.94,34.22519509,600.8505934576535,538.7823113058504,474.3908465551481,74.54460395356828,70.18588122218704,66.14911516129354,20.878961540015556,16.155390486336188,4.723571053679365,621.2880022421543,564.1999999999996,507.1119977578448,24.48001389161481,687.4400416748445,540.5599583251555,378.6553284372352
2016-11-07,614.0,618.0,606.0,612.0,0.0,9272,5660666.0,17.94,34.11371237,594.2758901864803,535.712201563232,472.9877394853506,73.97273246367638,69.75827672941108,65.86465583974643,19.396722284670886,14.974497722916349,4.42222456175454,613.6441790660003,561.2499999999997,508.85582093399904,25.866682101794236,689.6000463053826,534.3999536946174,378.6553284372352
2016-11-08,612.0,612.0,595.0,596.0,0.0,6455,3900291.0,17.94,33.22185061,585.4138352797205,532.5984138719353,471.5906313394747,69.02417071161622,66.15200419373063,63.509665041537424,17.4263482200721,13.868941582477712,3.557406637594388,605.541475930989,557.2999999999996,509.0585240690103,26.296313446438035,682.3889403393141,524.6110596606859,378.6553284372352
2016-11-09,596.0,606.0,580.0,582.0,0.0,10255,6013269.0,17.94,32.44147157,580.1207529195807,530.0105940299735,470.3402859258011,63.64856352769426,62.52066094018199,61.26491094110925,16.287051167146842,12.979589923079114,3.307461244067728,599.8613421955394,554.4499999999996,509.03865780445983,25.884792718264485,670.6543781547934,515.3456218452066,378.6553284372352
2016-11-10,582.0,598.0,587.0,591.0,0.0,19889,11739857.0,17.94,32.94314381,579.181129379371,527.8885774597684,469.2180777441508,70.6552193317658,66.7985673879343,63.68258247545441,16.021445820800068,12.15272461206218,3.8687212087378864,596.3413442120026,552.2999999999996,508.2586557879966,25.87199190918276,670.1159757275483,514.8840242724517,378.6553284372352
2016-11-13,591.0,592.0,585.0,587.0,0.0,6912,4068599.0,17.94,32.72017837,573.2716940690565,525.3126010295548,467.9941388270066,69.32099644446163,65.83376665772803,63.06062054772329,14.533033966796664,11.18554430987771,3.347489656918956,590.3297743985936,549.5499999999996,508.7702256014056,27.52443545464751,671.0733063639425,505.9266936360575,378.6553284372352
2016-11-14,587.0,595.0,582.0,586.0,0.0,12668,7482377.0,17.94,32.66443701,566.4075411035848,522.7947480103529,466.7981000212479,69.00785784844278,65.60172132595062,62.90816670240063,12.829162342715335,10.34867189564797,2.480490447067366,584.5090808129308,546.6499999999996,508.7909191870684,29.80492828294168,677.9147848488251,499.08521515117496,378.6553284372352
2016-11-15,586.0,592.0,570.0,570.0,0.0,15963,9282123.0,17.94,31.77257525,556.6113116553771,520.2149418066939,465.60009097623526,63.74487127687994,61.74123538755551,60.397663295011775,10.569614744812045,9.728549283881128,0.8410654609309152,577.7278688822059,543.8499999999997,509.97213111779337,30.33880920326853,672.0164276098055,489.9835723901944,378.6553284372352
2016-11-16,570.0,579.0,570.0,570.0,0.0,8105,4642313.0,17.94,31.77257525,549.9169674830656,518.1828986151304,464.5508456594135,63.74487127687994,61.74123538755551,60.397663295011775,9.160961414472808,9.5182829186484,-0.3573215041755908,573.9465515377462,542.0499999999996,510.1534484622529,31.26534355918725,668.2960306775617,480.70396932243824,378.6553284372352
2016-11-17,570.0,575.0,545.0,547.0,0.0,21731,12008380.0,17.94,30.49052397,539.8754512245985,516.0679148851357,463.4910551635282,55.08096136329985,55.559297017072375,56.496866024084405,7.229757179538296,9.607613294692296,-2.377856115154,569.6465382566909,540.3999999999996,511.1534617433084,31.183715065763614,653.5511451972909,466.4488548027092,378.6553284372352
2016-11-20,547.0,550.0,522.0,530.0,0.0,39521,21075360.0,17.94,29.54292085,536.3131768368977,514.8053807988147,462.6517692857747,46.7149507567051,50.01610064468744,53.22788907989685,7.001496397065012,10.202077323480797,-3.2005809264157854,568.972589874748,539.7999999999996,510.6274101252513,29.64857229529291,624.9457168858787,447.0542831141213,378.6553284372352
2016-11-21,530.0,565.0,527.0,545.0,0.0,18853,10256156.0,17.94,30.37904125,539.4697652553465,514.1851922599908,461.9749026454308,54.7061923672552,55.7094213116575,56.84620390894648,8.339221778023557,11.002222555084742,-2.663000777061185,569.1369903842907,539.5499999999996,509.9630096157086,29.8317469947699,635.4952409843097,456.5047590156903,378.6553284372352
2016-11-22,545.0,550.0,525.0,540.0,0.0,18744,10166819.0,17.94,30.10033445,536.7046478830197,512.9274450052966,461.1404795564401,52.2878746847801,54.09194175215091,55.88660991404306,8.398075311130356,11.66797274935004,-3.269897438219683,568.9535479186359,538.2999999999996,507.64645208136335,28.92416332752211,624.2724899825663,450.7275100174337,378.6553284372352
2016-11-23,540.0,542.0,525.0,533.0,0.0,22374,11941367.0,17.94,29.71014493,535.0569718245296,511.8224427606148,460.34792156203247,48.892106672410144,51.80379628978679,54.5276224608542,8.860130907042958,12.48544710890496,-3.6253162018620015,569.8187825335854,536.7999999999996,503.7812174664139,29.360181475024568,621.5805444250736,445.4194555749263,378.6553284372352
2016-11-24,533.0,553.0,525.0,535.0,0.0,15416,8233238.0,17.94,29.82162765,536.0854577367944,510.95805266921127,459.6177499194398,49.79212076147965,52.497996446638176,54.99229827864096,10.033734508996304,13.391776159370462,-3.358041650374158,570.3131687457742,535.8499999999997,501.3868312542252,30.73353497224952,631.2006049167486,446.7993950832514,378.6553284372352
2016-11-27,535.0,531.0,505.0,508.0,0.0,20997,10831468.0,17.94,28.31661093,536.6281866051916,509.976748696526,458.8601393658664,35.55673084755945,42.90722987101934,49.40435992770384,11.182097877176602,14.231286571964002,-3.0491886947874,572.3555985502139,533.9499999999996,495.54440144978525,29.14837219138836,605.445116574165,430.5548834258349,378.6553284372352
2016-11-28,508.0,545.0,488.0,534.0,0.0,21646,11089115.0,17.94,29.76588629,550.9422799077873,510.0574323167924,458.36627141979466,46.95144774106701,52.36018153724646,55.80991796518929,15.234269334349731,14.993583745660851,0.2406855886888816,575.9317513508872,532.6499999999996,489.3682486491121,29.164857990431507,603.9945739712946,429.0054260287055,378.6553284372352
2016-11-29,534.0,566.0,514.0,562.0,0.0,21579,11698143.0,17.94,31.32664437,559.4134198616811,509.08018465625327,457.6061334441142,67.72859670050047,67.15524787454885,64.44891259448909,17.537451531187457,14.93341234848863,2.604039182698827,578.0532425678413,530.2499999999997,482.4467574321581,24.18317554492389,612.5495266347716,467.45047336522833,378.6553284372352
2016-11-30,562.0,580.0,555.0,573.0,0.0,21959,12488495.0,17.94,31.93979933,558.1201297925217,506.9201921932432,456.55694885561286,80.1078406651317,74.87300301732117,68.44465268205482,17.371150240152133,14.282402552813924,3.088747687338209,574.2303150266138,527.2499999999997,480.2696849733855,20.31463949435988,628.4439184830796,506.5560815169204,378.6553284372352
2016-12-01,573.0,582.0,560.0,569.0,0.0,24219,13828356.0,17.94,31.71683389,550.6801946887825,504.2230571807225,455.3866669345637,78.85883091704487,73.85857090635821,67.74658771383727,15.78621804337388,13.51021563097937,2.276002412394508,566.6248162841398,524.0999999999997,481.5751837158596,19.79404388262209,630.3821316478662,511.6178683521337,378.6553284372352
2016-12-04,569.0,567.0,555.0,555.0,0.0,14632,8189618.0,17.94,30.93645485,541.5202920331739,501.57910033095607,454.2448243911925,73.72646033513456,69.91054406725694,65.15669676974626,13.94092323158236,12.941215027880745,0.9997082037016156,558.9514784652429,521.7499999999997,484.5485215347565,18.993382091802324,617.9801462754069,504.019853724593,378.6553284372352
2016-12-05,555.0,560.0,528.0,533.0,0.0,15295,8212971.0,17.94,29.71014493,534.7804380497607,499.3986554465053,453.2322095609532,60.24565993501723,61.405259277108,60.3541774585029,12.808333515709135,12.69128797695534,0.1170455387537963,553.730161665801,519.3999999999996,485.0698383341983,17.325980102002582,595.9779403060078,492.0220596939923,378.6553284372352
2016-12-06,533.0,545.0,530.0,539.0,0.0,14565,7769193.0,17.94,30.04459309,535.6706570746411,498.0271719953423,452.4305232248824,68.8039389466161,66.13984030136969,62.61371236998106,13.416434154493343,12.662026592266892,0.7544075622264526,552.2279987675338,518.1499999999996,484.0720012324656,15.695533446669538,584.5866003400087,490.4133996599914,378.6553284372352
2016-12-07,539.0,544.0,535.0,539.0,0.0,7217,3882133.0,17.94,30.04459309,534.0059856119616,496.3548116686216,451.56047823216767,68.8039389466161,66.13984030136967,62.61371236998106,13.386534473021698,12.47342470171028,0.9131097713114188,549.6262678195708,516.3499999999997,483.0737321804286,15.772814940743933,586.8184448222318,492.1815551777682,378.6553284372352
2016-12-08,539.0,540.0,534.0,536.0,0.0,8066,4322351.0,17.94,29.87736901,531.5089784179423,494.61419173672857,450.6816890686719,66.94908770053985,64.97558697630332,61.95742492339672,13.15365837815392,12.245147258882424,0.9085111192714964,546.837574319055,514.2499999999997,481.6624256809444,16.525349934159923,586.5760498024798,487.4239501975202,378.6553284372352
2016-12-11,536.0,538.0,522.0,529.0,0.0,10906,5768611.0,17.94,29.48717949,529.2634676269134,492.9249750729216,449.82421860705045,62.299912097003606,62.156265681662695,60.40030667178885,12.970552404295006,12.01801947906455,0.9525329252304556,543.933049644102,512.5999999999997,481.2669503558975,17.139277704622135,581.4178331138664,478.5821668861336,378.6553284372352
2016-12-12,529.0,537.0,515.0,530.0,0.0,3967,2076835.0,17.94,29.54292085,529.3952014403701,491.452525075898,449.0284821106389,63.43298295717036,62.827135481123655,60.741270851403016,13.260907289961663,11.779886247756936,1.4810210422047287,541.9740150126677,511.1999999999997,480.4259849873316,17.265864116246817,577.7975923487404,474.20240765125953,378.6553284372352
2016-12-14,530.0,540.0,521.0,534.0,0.0,9427,4993469.0,17.94,29.76588629,529.0928021605552,489.8791587524653,448.21469801124834,67.81854839392054,65.45102212209792,62.08713890309285,13.336801601631294,11.409630987205754,1.92717061442554,539.5737342828097,509.6999999999997,479.82626571718953,16.73984901805202,580.719547054156,480.28045294584393,378.6553284372352
2016-12-15,534.0,537.0,530.0,537.0,0.0,5999,3206698.0,17.94,29.93311037,526.6392032408327,488.0783080893006,447.3525341721654,71.09543107875739,67.41171590240673,63.09369284368812,12.832407772502336,10.927838333599368,1.904569438902968,536.0051796967673,508.24999999999966,480.4948203032321,16.48872113116891,582.9661633935067,484.03383660649325,378.6553284372352
2016-12-18,537.0,537.0,525.0,535.0,0.0,6606,3521112.0,17.94,29.82162765,521.458804861249,486.0815043378435,446.4515546161068,70.24340708326602,66.79596037493172,62.70675108599541,11.696510081177564,10.451695973873626,1.244814107303938,531.024272205726,506.5499999999996,482.0757277942732,17.543023479076567,583.6290704372298,478.3709295627703,378.6553284372352
2016-12-19,535.0,537.0,525.0,525.0,0.0,6368,3360681.0,17.94,29.26421405,514.6882072918734,484.0848310455106,445.5616204916455,65.75728601952044,63.60296610301095,60.73050241661517,10.28019688125147,10.140492447047642,0.1397044342038285,525.647857033517,504.6499999999997,483.6521429664823,18.158914976751745,585.4767449302552,476.5232550697448,378.6553284372352
2016-12-20,525.0,525.0,512.0,520.0,0.0,5450,2833608.0,17.94,28.98550725,509.53231093781,482.414824149409,444.7632448181947,63.29808522772064,61.90200387270901,59.70556419916853,9.341117896891204,10.105566338496685,-0.7644484416054791,522.2722017793373,503.3999999999997,484.5277982206621,18.287683307501936,573.3630499225058,463.6369500774942,378.6553284372352
2016-12-21,520.0,519.0,501.0,510.0,0.0,8363,4258888.0,17.94,28.42809365,504.298466406715,480.8807353391808,444.0070965249103,57.92636592983632,58.28119273127536,57.57979384671091,8.515731732898416,10.296678448898057,-1.7809467159996384,519.6852242558323,502.3499999999996,485.01477574416697,18.65298145277993,565.9589443583397,454.0410556416602,378.6553284372352
2016-12-22,510.0,515.0,501.0,514.0,0.0,3320,1697756.0,17.94,28.65105909,501.44769961007256,479.69219392445353,443.3438512638541,61.10629945058157,60.41382196936767,58.77038045445643,8.356555476560004,10.741915127897965,-2.3853596513379607,518.8229438361633,501.6499999999997,484.4770561638359,18.72553494753325,564.1766048425998,451.8233951574002,378.6553284372352
2016-12-26,514.0,515.0,493.0,497.0,0.0,9448,4740676.0,17.94,27.70345596,495.17154941510887,478.2918753091251,442.6337392162546,50.92987155673866,53.732413554597855,54.97166332442496,7.624566066083503,11.338255040732454,-3.713688974648951,517.1457570302176,500.6499999999997,484.1542429697817,18.806149941703616,560.4184498251109,447.5815501748892,378.6553284372352
2016-12-27,497.0,505.0,476.0,482.0,0.0,13779,6681427.0,17.94,26.86733556,494.2573241226633,477.5282783829669,442.08734463551343,38.25998818922778,46.30741419803776,51.15997790976681,8.310287712114132,12.266677284394692,-3.95638957228056,517.5389734413513,500.1999999999997,482.861026558648,17.229055490781796,542.1871664723454,438.8128335276546,378.6553284372352
2016-12-28,482.0,495.0,480.0,486.0,0.0,11911,5809505.0,17.94,27.090301,500.3859861839949,477.34575913329206,441.68621242079496,40.75426529384556,48.22371778838058,52.29320346156132,10.5919137008716,13.255774677464832,-2.663860976593231,517.8752637111226,500.0999999999996,482.3247362888767,15.921172767535328,535.263518302606,439.736481697394,378.6553284372352
2016-12-29,486.0,502.0,494.0,502.0,0.0,15310,7627631.0,17.94,27.98216276,507.5789792759924,476.992524812202,441.2408477215064,53.05140944660338,56.98218691693623,57.15469025034741,12.942761218145677,13.921739921613138,-0.9789787034674616,521.8137870311608,499.0499999999996,476.28621296883847,15.245747519483697,543.737242558451,452.2627574415489,378.6553284372352
2017-01-01,502.0,516.0,502.0,510.0,0.0,7855,4009924.0,17.94,28.42809365,510.3684689139885,475.9718115392306,440.6302029749889,61.26779757792864,62.22966058088015,59.82426748109653,14.125948249747978,14.166484597480004,-0.0405363477320257,526.177028392278,496.74999999999966,467.3229716077213,15.16194168831522,554.4858250649456,463.5141749350544,378.6553284372352
2017-01-02,510.0,522.0,508.0,522.0,0.0,9528,4918690.0,17.94,29.09698997,510.5527033709828,474.5829058877706,439.9330190852903,77.21222019872219,71.38621512377587,64.13816300789735,14.616111359178548,14.17661868441301,0.4394926747655372,529.8895589420912,493.49999999999966,457.1104410579081,14.624379653683576,558.8731389610507,471.1268610389493,378.6553284372352
2017-01-03,522.0,520.0,503.0,508.0,0.0,11020,5647182.0,17.94,28.31661093,504.82905505647415,472.6475142913531,439.108225307253,68.78899136331572,65.9601589693822,60.98740463060807,13.807321562718244,14.066745515721625,-0.259423953003381,527.7440154811894,490.1499999999997,452.55598451880985,14.69375517075953,555.5812655122786,467.4187344877214,378.6553284372352
2017-01-04,508.0,510.0,493.0,508.0,0.0,7959,3996114.0,17.94,28.31661093,503.2435825847113,471.20455569100017,438.4158456620998,68.7889913633157,65.96015896938219,60.98740463060808,13.999632454323889,14.13160150397247,-0.1319690496485837,525.6750590019748,488.5999999999996,451.5249409980245,14.437505745288366,544.8125172358651,458.18748276413487,378.6553284372352
2017-01-05,508.0,508.0,496.0,503.0,0.0,11264,5641567.0,17.94,28.03790412,500.8653738770669,469.70270082124506,437.716507427548,65.15434519352718,63.84909831136062,59.82564600883976,14.041460065728645,14.164593766384616,-0.1231337006559734,523.3559061142523,486.9499999999997,450.544093885747,14.152784161431516,544.4583524842946,459.5416475157055,378.6553284372352
2017-01-08,503.0,500.0,490.0,497.0,0.0,14975,7398712.0,17.94,27.70345596,499.7980608156003,468.3436273853775,437.06039192430734,60.21197280304027,61.16543388741421,58.39848597116797,14.399698797874692,14.19537719154861,0.2043216063260811,521.8145747626189,485.0999999999996,448.38542523738033,14.391982401590573,538.1759472047718,451.8240527952283,378.6553284372352
2017-01-09,497.0,503.0,491.0,503.0,0.0,12959,6438597.0,17.94,28.03790412,501.1970912234004,467.17397952355617,436.4579838029436,68.89845183606093,65.69388112280463,60.46037773385709,15.258400615299252,14.14429678996709,1.1141038253321618,521.0911152055513,483.24999999999966,445.408884794448,14.546647112878412,540.6399413386353,453.3600586613648,378.6553284372352
2017-01-10,503.0,508.0,501.0,501.0,0.0,7145,3599838.0,17.94,27.9264214,500.2956368351007,465.7116929734973,435.7892198210636,67.50964582575082,64.88928679937158,60.00854103461467,15.521566926044043,13.865770833634048,1.6557960924099966,519.2256458415003,480.99999999999966,442.774354158499,14.829607903198236,548.9888237095947,460.0111762904053,378.6553284372352
2017-01-11,501.0,510.0,499.0,500.0,0.0,8569,4300706.0,17.94,27.87068004,499.94345525265095,464.271353911191,435.1338350956472,66.85178008134119,64.50275489510172,59.78797115345721,15.835330952834056,13.45182181053155,2.383509142302506,519.2179827886242,477.8499999999996,436.482017211375,15.58845322577582,551.2653596773274,457.7346403226725,378.6553284372352
2017-01-12,500.0,505.0,498.0,505.0,0.0,11634,5822734.0,17.94,28.14938685,499.91518287897645,462.8130418259335,434.481913840327,73.46278863896313,67.9772744772004,61.41384362197775,16.107294042259298,12.855944524955923,3.251349517303374,519.933293896353,474.1499999999997,428.3667061036463,16.098281361973132,549.7948440859194,453.2051559140806,378.6553284372352
2017-01-15,505.0,505.0,495.0,503.0,0.0,2861,1428048.0,24.79,20.29043969,497.3727743184647,461.0911251657676,433.7731893563102,72.49570801458253,67.32350095436601,61.0066561906954,15.711039017601934,12.04310714563008,3.667931871971854,520.0634521213116,469.5999999999996,419.1365478786877,17.109201513303482,551.3276045399105,448.6723954600896,378.6553284372352
2017-01-16,503.0,503.0,495.0,497.0,0.0,7255,3614755.0,24.79,20.04840662,494.559161477697,459.3805588460029,433.0774425156701,69.53513792433168,65.35302601166276,59.78443587872497,15.180385673146873,11.126124177637116,4.054261495509756,517.5014450665872,465.5999999999996,413.698554933412,17.899112792559425,552.6973383776783,445.3026616223217,378.6553284372352
2017-01-17,497.0,500.0,492.0,500.0,0.0,8214,4069412.0,24.79,20.16942315,493.3387422165455,457.8450714519623,432.43500475200847,73.02884755092607,67.23545706702568,60.69764896222915,14.893182521887582,10.112558803759676,4.780623718127904,516.798833021886,461.0999999999996,405.4011669781132,18.999014213954915,552.9970426418647,439.0029573581352,378.6553284372352
2017-01-18,500.0,510.0,491.0,499.0,0.0,12104,6017998.0,24.79,20.12908431,490.0081133248182,456.12446212347095,431.7559595736367,72.62125880366021,66.9407158414677,60.50459418710443,14.004524208507348,8.917402874227701,5.087121334279647,511.9134987836495,457.5499999999996,403.18650121634977,20.22112690439435,561.1633807131831,439.8366192868169,378.6553284372352
2017-01-19,499.0,500.0,495.0,496.0,0.0,5109,2545368.0,24.79,20.00806777,485.5121699872273,454.3744401693269,431.0801400718642,71.47160038677089,66.09097068008698,59.937847771029375,12.76838906366919,7.645622540657788,5.122766523011402,505.9916822976092,454.8999999999997,403.80831770239007,20.35680767154928,558.5704230146479,436.4295769853522,378.6553284372352
2017-01-22,496.0,501.0,494.0,494.0,0.0,8247,4105367.0,24.79,19.92739008,480.26825498084094,452.67543772725867,430.42767916806383,70.74359855547412,65.54269289963722,59.56651493731584,11.310363637876948,6.364930909904938,4.945432727972008,499.93654059647736,452.2999999999996,404.6634594035218,21.95200852394364,563.356025571831,431.6439744281691,378.6553284372352
2017-01-23,494.0,493.0,488.0,488.0,0.0,9530,4673921.0,24.79,19.685357,473.40238247126143,450.98872089979983,429.7887613707579,68.60735004860982,63.91744684841495,58.45756087851907,9.488514986951202,5.128572727911936,4.359942259039266,493.4470067393421,449.5999999999996,405.7529932606572,22.94667613771516,559.3400284131454,421.6599715868545,378.6553284372352
2017-01-24,488.0,494.0,471.0,480.0,0.0,12559,6055477.0,24.79,19.36264623,466.1035737068921,449.4780564467304,429.2037237965947,65.6332502299585,61.6796464517677,56.94610744603617,7.636067945413913,4.03858716315212,3.597480782261793,487.473943539589,446.9499999999997,406.4260564604103,24.051862375239065,554.6555871257171,410.3444128742828,378.6553284372352
2017-01-25,480.0,479.0,454.0,465.0,0.0,13693,6406153.0,24.79,18.75756353,459.1553605603382,448.2322628323113,428.693208457867,59.18933208115524,57.04095730469945,53.9289097013467,5.97514727864575,3.139216967586672,2.835930311059078,482.7984455645523,444.1999999999997,405.601554435447,23.502069305821184,537.0062079174636,395.99379208253646,378.6553284372352
2017-01-26,465.0,469.0,447.0,456.0,0.0,20406,9292271.0,24.79,18.39451392,456.2330408405073,447.5478653968954,428.3283160805592,54.65469413173823,53.93417223579274,51.990986244132976,5.295570030826866,2.4302343898219023,2.865335641004964,480.564802349225,442.0499999999996,403.5351976507742,23.335632562023537,528.0068976860706,387.9931023139294,378.6553284372352
2017-01-30,456.0,451.0,437.0,445.0,0.0,21770,9614335.0,24.79,17.95078661,456.34956126076094,447.2028803110544,428.0502087044844,48.42925527730258,49.81514379343208,49.49849368662668,5.267519506798692,1.7139004795706612,3.553619027228031,479.3492327290399,440.24999999999966,401.1507672709594,23.26181395780393,513.7854418734119,374.2145581265882,378.6553284372352
2017-01-31,445.0,464.0,439.0,455.0,0.0,10784,4837050.0,24.79,18.35417507,462.02434189114143,447.29279379313823,427.8798590432229,54.472493029954016,53.88223735716164,51.84768849762486,6.27509837239478,0.8254957227636535,5.449602649631126,479.1552105812618,438.8499999999996,398.5447894187374,23.84645995311548,523.0393798593465,379.96062014065353,378.6553284372352
2017-02-01,455.0,479.0,456.0,477.0,0.0,11343,5327189.0,24.79,19.24162969,465.5365128367121,446.9782139479602,427.6072948125015,72.05582326614397,64.66798043432314,57.623612127977744,6.451679420884432,-0.5369049396441283,6.98858436052856,477.5245599111318,437.0499999999996,396.5754400888674,22.273844392350536,534.3215331770516,400.6784668229484,378.6553284372352
2017-02-02,477.0,495.0,462.0,475.0,0.0,15489,7379687.0,24.79,19.160952,459.80476925506815,445.752834925428,427.1108857151397,71.30739770465983,64.06068946503609,57.20756977664624,4.343218440289263,-2.2840510297762684,6.627269470065532,470.8097037837637,434.3499999999996,397.8902962162355,22.193160435945043,545.0794813078351,411.9205186921649,378.6553284372352
2017-02-05,475.0,473.0,453.0,466.0,0.0,5095,2363946.0,24.79,18.79790238,452.2071538826023,444.5590730856495,426.6295880841361,67.86469331942205,61.27973062447006,55.31223473958664,1.792517793198158,-3.9408683972926513,5.733386190490809,463.4822517543796,432.1499999999997,400.81774824561967,20.99240048438338,525.9772014531502,400.02279854684986,378.6553284372352
2017-02-06,466.0,466.0,458.0,460.0,0.0,5397,2488290.0,24.79,18.5558693,445.3107308239034,443.6839332115944,426.2339055523184,65.40488789538695,59.33165705242275,54.00853908196061,-0.5728131097174582,-5.374214944915353,4.801401835197895,457.6132320755879,430.3999999999997,403.1867679244114,21.102667204870425,525.3080016146113,398.69199838538873,378.6553284372352
2017-02-07,460.0,463.0,434.0,458.0,0.0,11518,5173284.0,24.79,18.47519161,437.9660962358551,443.0179713018636,425.89454781917584,64.60205988032214,58.68832701492445,53.57513982278543,-2.972594544206516,-6.574565403714827,3.6019708595083118,452.2912774612495,428.6499999999997,405.0087225387498,22.558519116522696,516.1755573495681,380.82444265043193,378.6553284372352
2017-02-08,458.0,459.0,435.0,438.0,0.0,23079,10208438.0,24.79,17.66841468,427.9491443537826,442.4064599264294,425.571879958062,55.40253421768014,51.57520113693537,48.95756926119903,-5.788714199947776,-7.475058118591905,1.6863439186441287,446.8976341279413,427.3499999999996,407.802365872058,21.84279901835855,512.5283970550756,381.4716029449244,378.6553284372352
2017-02-09,438.0,435.0,421.0,426.0,0.0,21780,9327364.0,24.79,17.18434853,422.92371653067386,442.5863154336306,425.4469742289973,48.2263235747112,46.43689437839885,45.85558882253492,-7.2625438085491965,-7.896644098252937,0.6341002897037402,446.4623986045268,427.1999999999997,407.9376013954725,20.60311002039839,489.8093300611952,366.1906699388048,378.6553284372352
2017-02-12,426.0,426.0,407.0,414.0,0.0,16125,6689803.0,24.79,16.70028237,421.3855747960108,443.2633079003094,425.44141618104754,39.5850699600224,40.582501210206665,42.50100052675763,-7.816231144494282,-8.055169170678871,0.2389380261845897,447.19763412793833,427.6499999999997,408.10236587206094,20.55901113377599,478.177033401328,354.82296659867205,378.6553284372352
